"Word","FREQcount","CDcount","Dom_PoS_SUBTLEX","Percentage_dom_PoS"
"displeased",39,37,"Adjective","0.62"
"displeases",4,4,"Verb","1.00"
"displeasing",6,5,"Verb","1.00"
"displeasure",34,30,"Noun","1.00"
"disposable",94,67,"Adjective","1.00"
"disposables",1,1,"Noun","1.00"
"disposal",250,212,"Noun","1.00"
"disposals",4,3,"Noun","1.00"
"dispose",160,142,"Verb","1.00"
"disposed",88,82,"Verb","0.94"
"disposer",4,4,"Noun","1.00"
"disposes",7,7,"Verb","1.00"
"disposing",28,26,"Verb","0.93"
"disposition",110,93,"Noun","1.00"
"dispositional",2,1,"Adjective","1.00"
"dispositions",6,6,"Noun","1.00"
"dispositive",7,7,"Adjective","1.00"
"dispossess",4,4,"Verb","1.00"
"dispossessed",10,8,"Verb","0.60"
"dispossesses",1,1,"Verb","1.00"
"dispossessing",1,1,"Adjective","1.00"
"disproportionate",13,13,"Adjective","1.00"
"disproportionately",6,6,"Adverb","1.00"
"disprove",31,26,"Verb","1.00"
"disproved",5,5,"Verb","1.00"
"disproven",3,3,"Verb","1.00"
"disproves",3,3,"Verb","1.00"
"disproving",3,2,"Verb","0.67"
"disputatious",1,1,"Adjective","1.00"
"dispute",160,141,"Noun","0.79"
"disputed",12,12,"Verb","0.50"
"disputes",28,28,"Noun","1.00"
"disputing",13,13,"Verb","0.85"
"disqualification",18,16,"Noun","1.00"
"disqualified",85,62,"Verb","1.00"
"disqualifies",1,1,"Verb","1.00"
"disqualify",33,29,"Verb","1.00"
"disqualifying",8,8,"Verb","0.88"
"disquiet",4,4,"Verb","1.00"
"disquieting",6,6,"Adjective","1.00"
"disraeli",5,3,"Name","1.00"
"disregard",179,153,"Verb","0.65"
"disregarded",12,12,"Verb","1.00"
"disregarding",14,11,"Verb","1.00"
"disregards",2,2,"Verb","1.00"
"disremember",1,1,"Noun","1.00"
"disrepair",8,7,"Noun","1.00"
"disreputable",8,8,"Adjective","1.00"
"disreputation",1,1,"Noun","1.00"
"disrepute",7,7,"Noun","1.00"
"disrespect",267,224,"Noun","0.71"
"disrespected",24,21,"Verb","1.00"
"disrespectful",105,98,"Adjective","0.99"
"disrespectfully",9,9,"Adverb","1.00"
"disrespecting",40,30,"Verb","0.98"
"disrespects",10,10,"Verb","1.00"
"disrobe",14,13,"Verb","0.93"
"disrobed",5,4,"Verb","1.00"
"disrobement",1,1,"Noun","1.00"
"disrupt",65,59,"Verb","1.00"
"disrupted",43,42,"Verb","0.93"
"disrupter",2,2,"Noun","1.00"
"disrupting",58,55,"Verb","1.00"
"disruption",51,35,"Noun","1.00"
"disruptions",8,7,"Noun","1.00"
"disruptive",22,20,"Adjective","1.00"
"disruptor",3,2,"Noun","1.00"
"disrupts",13,13,"Verb","1.00"
"diss",22,12,"Verb","0.50"
"dissatisfaction",14,13,"Noun","1.00"
"dissatisfactions",3,3,"Noun","1.00"
"dissatisfied",48,43,"Adjective","1.00"
"disseat",1,1,"Verb","1.00"
"dissect",50,42,"Verb","0.96"
"dissected",27,22,"Verb","0.77"
"dissecting",25,21,"Verb","0.80"
"dissection",44,25,"Noun","1.00"
"dissections",3,1,"Noun","1.00"
"dissector",2,2,"Noun","1.00"
"dissectors",1,1,"Noun","1.00"
"dissects",2,2,"Verb","1.00"
"dissed",28,26,"Verb","0.86"
"dissemble",6,6,"Verb","1.00"
"dissembled",2,1,"Verb","1.00"
"dissembler",1,1,"Noun","1.00"
"dissemblers",1,1,"Noun","1.00"
"dissembling",5,4,"Verb","0.80"
"dissembly",1,1,"Adverb","1.00"
"disseminate",4,4,"Verb","1.00"
"disseminated",5,5,"Verb","0.80"
"disseminating",3,3,"Verb","1.00"
"dissemination",3,3,"Noun","1.00"
"disseminator",1,1,"Noun","1.00"
"dissension",14,13,"Noun","1.00"
"dissent",30,25,"Noun","0.90"
"dissented",2,2,"Verb","1.00"
"dissenter",1,1,"Noun","1.00"
"dissenters",4,3,"Noun","1.00"
"dissenting",10,10,"Adjective","0.60"
"dissertation",61,36,"Noun","1.00"
"dissertations",3,3,"Noun","1.00"
"disservice",18,18,"Noun","0.89"
"disses",2,2,"Verb","1.00"
"disseverance",1,1,"Noun","1.00"
"dissident",9,9,"Noun","0.67"
"dissidents",7,6,"Noun","1.00"
"dissimilar",13,13,"Adjective","1.00"
"dissimilarities",2,2,"Noun","1.00"
"dissimilarity",1,1,"Noun","1.00"
"dissimulate",1,1,"Verb","1.00"
"dissimulated",1,1,"Verb","1.00"
"dissimulation",1,1,"Noun","1.00"
"dissing",27,20,"Verb","1.00"
"dissipate",11,11,"Verb","1.00"
"dissipated",18,18,"Verb","0.83"
"dissipates",2,2,"Verb","1.00"
"dissipating",3,3,"Verb","1.00"
"dissipation",12,11,"Noun","1.00"
"dissociate",2,2,"Verb","1.00"
"dissociated",1,1,"Verb","1.00"
"dissociation",2,2,"Noun","1.00"
"dissociative",29,17,"Adjective","1.00"
"dissolute",4,4,"Adjective","1.00"
"dissolutely",1,1,"Adverb","1.00"
"dissolution",5,5,"Noun","1.00"
"dissolve",95,78,"Verb","1.00"
"dissolved",65,58,"Verb","0.98"
"dissolves",21,20,"Verb","1.00"
"dissolving",17,15,"Verb","0.71"
"dissonance",3,3,"Noun","1.00"
"dissonant",2,2,"Noun","0.50"
"dissuade",27,26,"Verb","1.00"
"dissuaded",7,7,"Verb","1.00"
"dissuading",1,1,"Verb","1.00"
"dist",3,3,"Noun","1.00"
"distaff",8,6,"Noun","1.00"
"distain",1,1,"Verb","1.00"
"distal",32,24,"Adjective","1.00"
"distally",8,6,"Adverb","1.00"
"distance",1306,955,"Noun","0.99"
"distanced",9,9,"Verb","1.00"
"distances",46,44,"Noun","1.00"
"distancing",8,6,"Verb","1.00"
"distant",439,349,"Adjective","1.00"
"distantly",8,7,"Adverb","1.00"
"distaste",13,13,"Noun","1.00"
"distasteful",60,55,"Adjective","1.00"
"distemper",9,9,"Noun","0.89"
"distempered",1,1,"Adjective","1.00"
"distend",1,1,"Verb","1.00"
"distended",28,22,"Verb","0.75"
"distending",3,3,"Verb","1.00"
"distension",5,5,"Noun","1.00"
"distention",4,4,"Noun","1.00"
"distill",7,4,"Verb","1.00"
"distillate",1,1,"Noun","1.00"
"distillation",7,6,"Noun","1.00"
"distilled",32,24,"Adjective","0.66"
"distiller",3,1,"Noun","1.00"
"distillers",2,2,"Noun","1.00"
"distillery",14,11,"Noun","1.00"
"distilling",7,7,"Verb","0.57"
"distinct",155,151,"Adjective","1.00"
"distinction",150,136,"Noun","1.00"
"distinctions",23,22,"Noun","1.00"
"distinctive",79,72,"Adjective","1.00"
"distinctively",1,1,"Adverb","1.00"
"distinctiveness",1,1,"Noun","1.00"
"distinctly",96,90,"Adverb","1.00"
"distinguish",91,80,"Verb","1.00"
"distinguishable",1,1,"Adjective","1.00"
"distinguished",315,256,"Adjective","0.90"
"distinguishes",7,7,"Verb","1.00"
"distinguishing",28,28,"Adjective","0.79"
"distort",20,19,"Verb","1.00"
"distorted",103,80,"Adjective","0.68"
"distorters",1,1,"Noun","1.00"
"distorting",14,14,"Verb","1.00"
"distortion",60,52,"Noun","1.00"
"distortions",31,14,"Noun","1.00"
"distorts",11,11,"Verb","1.00"
"distract",249,227,"Verb","1.00"
"distracted",377,327,"Verb","0.99"
"distracter",1,1,"Noun","1.00"
"distracting",130,119,"Verb","0.79"
"distraction",200,160,"Noun","1.00"
"distractions",87,79,"Noun","1.00"
"distracts",21,20,"Verb","1.00"
"distraught",79,70,"Adjective","1.00"
"distress",371,262,"Noun","1.00"
"distressed",71,63,"Verb","0.61"
"distresses",5,5,"Noun","1.00"
"distressing",42,38,"Adjective","1.00"
"distressingly",3,3,"Adverb","1.00"
"distributable",1,1,"Adjective","1.00"
"distribute",76,68,"Verb","1.00"
"distributed",67,63,"Verb","0.96"
"distributer",1,1,"Noun","1.00"
"distributes",9,9,"Verb","1.00"
"distributing",30,27,"Verb","1.00"
"distribution",157,122,"Noun","1.00"
"distributor",78,62,"Noun","1.00"
"distributors",25,21,"Noun","1.00"
"distributorship",1,1,"Noun","1.00"
"district",1068,608,"Noun","0.95"
"districts",29,25,"Noun","1.00"
"distrust",38,36,"Verb","0.53"
"distrusted",2,2,"Verb","1.00"
"distrustful",5,5,"Adjective","1.00"
"distrusts",1,1,"Verb","1.00"
"disturb",566,481,"Verb","1.00"
"disturbance",201,157,"Noun","1.00"
"disturbances",42,36,"Noun","1.00"
"disturbed",503,411,"Verb","0.77"
"disturber",1,1,"Noun","1.00"
"disturbers",3,2,"Noun","1.00"
"disturbing",463,401,"Adjective","0.70"
"disturbingly",10,10,"Adverb","1.00"
"disturbs",46,43,"Verb","1.00"
"disulphide",1,1,"Verb","1.00"
"disuse",3,3,"Noun","1.00"
"disused",5,5,"Adjective","1.00"
"dit",11,8,"Noun","0.55"
"dita",1,1,"Name","1.00"
"ditch",401,308,"Verb","0.54"
"ditchdigger",2,1,"Noun","1.00"
"ditched",118,107,"Verb","0.99"
"ditches",41,33,"Noun","0.85"
"ditching",40,36,"Verb","0.98"
"dite",2,1,"Noun","1.00"
"dither",4,4,"Noun","0.75"
"dithering",4,4,"Verb","0.50"
"ditsiest",1,1,"Adjective","1.00"
"ditsy",3,3,"Adjective","1.00"
"ditties",5,3,"Noun","1.00"
"ditto",85,66,"Noun","1.00"
"ditty",40,27,"Noun","0.95"
"ditz",6,5,"Noun","1.00"
"ditzy",7,6,"Adjective","0.86"
"diuresis",3,3,"Noun","1.00"
"diuretic",9,7,"Adjective","0.89"
"diuretics",4,4,"Noun","1.00"
"diurnal",2,2,"Adjective","1.00"
"div",2,2,"Number","1.00"
"diva",78,27,"Noun","0.71"
"divan",6,6,"Noun","1.00"
"divas",4,4,"Noun","0.75"
"dive",654,330,"Verb","0.55"
"dived",22,21,"Verb","1.00"
"diver",124,53,"Noun","0.95"
"diverge",1,1,"Verb","1.00"
"diverged",10,9,"Verb","1.00"
"divergence",3,3,"Noun","1.00"
"divergences",3,2,"Noun","1.00"
"divergent",4,4,"Adjective","1.00"
"diverges",1,1,"Verb","1.00"
"diverging",2,2,"Verb","0.50"
"divers",81,51,"Noun","0.96"
"diverse",39,37,"Adjective","1.00"
"diversification",7,5,"Noun","1.00"
"diversified",3,3,"Verb","1.00"
"diversifies",1,1,"Verb","1.00"
"diversify",15,13,"Verb","1.00"
"diversifying",3,3,"Verb","1.00"
"diversion",158,133,"Noun","1.00"
"diversionary",25,19,"Adjective","1.00"
"diversions",29,27,"Noun","1.00"
"diversities",2,2,"Noun","1.00"
"diversity",56,40,"Noun","1.00"
"divert",103,88,"Verb","1.00"
"diverted",39,37,"Verb","0.97"
"diverter",1,1,"Noun","1.00"
"diverticulitis",6,6,"Noun","1.00"
"diverticulum",6,4,"Noun","1.00"
"diverting",22,19,"Verb","0.82"
"divertissement",3,3,"Noun","1.00"
"divertissements",1,1,"Noun","1.00"
"divertive",3,1,"Adjective","1.00"
"diverts",4,4,"Verb","1.00"
"dives",51,42,"Verb","0.65"
"divest",4,4,"Verb","1.00"
"divested",3,3,"Verb","0.67"
"divesting",1,1,"Verb","1.00"
"divestiture",3,2,"Noun","1.00"
"divests",1,1,"Verb","1.00"
"divide",298,247,"Verb","0.85"
"divided",227,203,"Verb","0.88"
"dividend",19,14,"Noun","1.00"
"dividends",29,28,"Noun","1.00"
"divider",8,8,"Noun","1.00"
"dividers",2,2,"Noun","1.00"
"divides",33,29,"Verb","1.00"
"dividing",61,55,"Verb","0.84"
"divination",5,3,"Noun","1.00"
"divine",594,372,"Adjective","0.89"
"divined",4,3,"Verb","1.00"
"divinely",33,26,"Adverb","1.00"
"diviner",4,2,"Name","0.75"
"diving",321,189,"Verb","0.39"
"divining",8,7,"Adjective","0.75"
"divinities",3,3,"Noun","1.00"
"divinity",43,28,"Noun","1.00"
"divisi",5,4,"#N/A","#N/A"
"divisibility",1,1,"Noun","1.00"
"divisible",4,4,"Adjective","1.00"
"division",946,539,"Noun","1.00"
"divisional",16,12,"Adjective","1.00"
"divisions",130,93,"Noun","1.00"
"divisive",7,6,"Adjective","1.00"
"divisiveness",1,1,"Noun","1.00"
"divisors",1,1,"Noun","1.00"
"divorce",1669,871,"Noun","0.83"
"divorced",821,586,"Verb","0.55"
"divorcee",24,21,"Noun","1.00"
"divorcees",6,6,"Noun","1.00"
"divorcement",4,3,"Noun","0.75"
"divorcer",2,1,"Noun","1.00"
"divorces",47,46,"Noun","0.80"
"divorcing",51,42,"Verb","0.98"
"divot",14,3,"Name","0.43"
"divots",7,5,"Noun","1.00"
"divulge",65,61,"Verb","0.98"
"divulged",7,7,"Verb","1.00"
"divulger",1,1,"Noun","1.00"
"divulges",1,1,"Verb","1.00"
"divulging",6,6,"Verb","1.00"
"divvied",2,2,"Verb","1.00"
"divvy",22,21,"Noun","0.77"
"divvying",2,2,"Verb","1.00"
"dix",185,28,"Number","1.00"
"dixie",209,84,"Name","0.80"
"dixieland",14,12,"Name","0.57"
"dixit",1,1,"Noun","1.00"
"dizaine",1,1,"Verb","1.00"
"dizzies",2,2,"Noun","1.00"
"dizziness",47,43,"Noun","1.00"
"dizzy",430,357,"Adjective","1.00"
"dizzying",7,7,"Adjective","1.00"
"dj",226,114,"Noun","1.00"
"djakarta",1,1,"Name","1.00"
"djibouti",2,1,"Name","1.00"
"djinn",1,1,"Noun","1.00"
"dk",22,4,"Name","1.00"
"dl",43,23,"Number","1.00"
"dlr",2,1,"Name","1.00"
"dm",1,1,"Noun","1.00"
"dn",8,6,"Noun","0.83"
"dnieper",1,1,"Name","1.00"
"do",312915,8348,"Verb","1.00"
"doa",30,27,"Name","0.79"
"doable",47,43,"Adjective","1.00"
"doating",1,1,"Noun","1.00"
"doats",6,2,"Noun","0.83"
"dob",7,5,"Name","0.71"
"dobbin",7,4,"Noun","0.71"
"dobbins",9,3,"Name","0.78"
"dobby",56,1,"Name","1.00"
"doberman",21,21,"Noun","1.00"
"dobermans",16,12,"Noun","1.00"
"dobie",63,6,"Name","0.70"
"dobs",2,1,"Noun","0.50"
"dobson",31,12,"Name","1.00"
"doby",5,1,"Name","0.60"
"doc",4122,1078,"Noun","1.00"
"docent",7,5,"Adjective","1.00"
"docile",27,24,"Adjective","0.78"
"docility",1,1,"Noun","1.00"
"dock",497,307,"Noun","0.82"
"dockage",1,1,"Noun","1.00"
"docked",56,47,"Verb","1.00"
"docken",3,1,"Name","1.00"
"docker",2,2,"Noun","0.50"
"dockers",12,9,"Noun","1.00"
"docket",61,50,"Noun","1.00"
"docking",108,63,"Noun","0.58"
"dockman",1,1,"Name","1.00"
"dockmaster",1,1,"Noun","1.00"
"docks",188,124,"Noun","0.99"
"dockside",4,4,"Noun","1.00"
"docksides",1,1,"Noun","1.00"
"dockworker",1,1,"Noun","1.00"
"dockworkers",1,1,"Noun","1.00"
"dockyard",4,2,"Noun","1.00"
"docs",51,42,"Noun","1.00"
"doctor",13461,3703,"Noun","1.00"
"doctoral",19,16,"Adjective","1.00"
"doctorate",46,39,"Noun","1.00"
"doctorates",6,6,"Noun","1.00"
"doctored",28,25,"Verb","0.93"
"doctoring",26,22,"Verb","0.46"
"doctorly",1,1,"Adverb","1.00"
"doctors",1855,1103,"Noun","1.00"
"doctrinaire",1,1,"Adjective","1.00"
"doctrinal",4,3,"Adjective","1.00"
"doctrine",43,26,"Noun","1.00"
"doctrines",3,3,"Noun","1.00"
"docudrama",3,3,"Noun","1.00"
"document",515,319,"Noun","0.85"
"documentarian",3,3,"Noun","0.67"
"documentaries",37,23,"Noun","1.00"
"documentarist",2,1,"Noun","1.00"
"documentary",298,133,"Noun","1.00"
"documentation",69,64,"Noun","1.00"
"documented",83,75,"Verb","0.73"
"documenting",23,22,"Verb","0.96"
"documents",478,312,"Noun","0.97"
"dod",93,55,"Name","0.47"
"dodd",53,13,"Name","1.00"
"dodder",1,1,"Verb","1.00"
"doddering",5,5,"Adjective","1.00"
"doddle",1,1,"Noun","1.00"
"dodecahedra",1,1,"Noun","1.00"
"dodecahedron",1,1,"Noun","1.00"
"dodge",396,201,"Name","0.71"
"dodged",46,44,"Verb","1.00"
"dodger",65,36,"Noun","0.64"
"dodgers",113,74,"Noun","0.59"
"dodges",6,6,"Verb","0.67"
"dodging",82,77,"Verb","0.96"
"dodgy",22,19,"Adjective","0.95"
"dodo",51,32,"Noun","0.75"
"dodoes",1,1,"Noun","1.00"
"dodoma",1,1,"Name","1.00"
"dodos",2,2,"Noun","1.00"
"doe",221,127,"Name","0.86"
"doer",21,18,"Noun","1.00"
"doers",6,5,"Noun","1.00"
"does",34002,7665,"Verb","1.00"
"doesn",32435,7549,"Noun","0.66"
"doesnt",18,11,"#N/A","#N/A"
"doest",4,3,"Adjective","1.00"
"doeth",2,2,"Verb","1.00"
"doff",8,8,"Verb","1.00"
"doffed",2,2,"Verb","1.00"
"doffing",1,1,"Verb","1.00"
"dog",9835,3049,"Noun","0.99"
"dogbite",1,1,"Noun","1.00"
"dogcatcher",18,16,"Noun","1.00"
"dogcatchers",1,1,"Noun","1.00"
"doge",7,2,"Noun","0.71"
"doges",1,1,"Noun","1.00"
"dogface",24,13,"Noun","0.46"
"dogfaces",4,4,"Noun","0.75"
"dogfall",1,1,"Noun","1.00"
"dogfight",8,7,"Noun","0.86"
"dogfighting",2,1,"Verb","0.50"
"dogfish",4,3,"Noun","1.00"
"dogged",26,23,"Verb","0.81"
"doggedly",3,3,"Adverb","1.00"
"doggerel",4,3,"Noun","1.00"
"doggie",169,112,"Noun","0.96"
"doggies",24,21,"Noun","1.00"
"dogging",23,23,"Verb","1.00"
"doggishly",1,1,"Adverb","1.00"
"doggle",1,1,"Noun","1.00"
"doggone",148,105,"Interjection","0.66"
"doggoned",20,16,"Verb","0.95"
"doggonedest",1,1,"Adjective","1.00"
"doggy",225,154,"Noun","1.00"
"doghead",1,1,"Noun","1.00"
"doghouse",57,46,"Noun","0.95"
"dogie",4,3,"Noun","1.00"
"dogies",7,7,"Noun","1.00"
"dogleg",6,5,"Noun","0.67"
"dogma",13,11,"Noun","1.00"
"dogmas",1,1,"Noun","1.00"
"dogmatic",10,9,"Adjective","1.00"
"dogmatically",1,1,"Adverb","1.00"
"dogmen",2,1,"Noun","1.00"
"dognapped",1,1,"Verb","1.00"
"dognapping",2,2,"Verb","1.00"
"dogs",2704,1282,"Noun","1.00"
"dogsbody",2,2,"Noun","1.00"
"dogsled",2,1,"Adjective","1.00"
"dogsleds",1,1,"Name","1.00"
"dogwatch",1,1,"Noun","1.00"
"dogwood",10,6,"Noun","0.80"
"dogwoods",2,2,"Noun","1.00"
"doh",16,15,"Name","0.88"
"doilies",11,11,"Noun","0.91"
"doily",15,13,"Adverb","1.00"
"doing",52492,7954,"Verb","1.00"
"doings",24,23,"Noun","1.00"
"doit",3,3,"Verb","0.67"
"dojo",46,16,"Noun","0.89"
"dojos",1,1,"Noun","1.00"
"doke",1,1,"Noun","1.00"
"dol",4,4,"Noun","0.75"
"dolce",48,29,"Name","0.53"
"doldrums",5,5,"Noun","1.00"
"dole",49,32,"Noun","0.47"
"doled",4,4,"Verb","1.00"
"doles",2,2,"Verb","0.50"
"dolf",5,2,"Name","1.00"
"doli",19,9,"Noun","1.00"
"dolichocephalic",3,3,"Adjective","1.00"
"doling",20,18,"Verb","0.65"
"dolittle",28,10,"Name","0.71"
"doll",1263,648,"Noun","0.98"
"dollar",1410,872,"Noun","1.00"
"dollars",3998,1782,"Noun","1.00"
"dolled",27,26,"Verb","1.00"
"dolley",1,1,"Name","1.00"
"dollface",16,7,"Name","0.56"
"dollhouse",22,9,"Noun","1.00"
"dollhouses",3,3,"Noun","1.00"
"dollie",4,1,"Name","0.75"
"dollies",10,8,"Noun","1.00"
"dolling",3,3,"Verb","1.00"
"dollop",10,9,"Noun","1.00"
"dollops",2,2,"Noun","1.00"
"dolls",289,199,"Noun","1.00"
"dolly",306,110,"Name","0.53"
"dolomite",2,2,"Noun","1.00"
"dolomites",1,1,"Name","1.00"
"dolor",3,3,"Noun","1.00"
"dolores",195,46,"Name","0.52"
"dolour",1,1,"Noun","1.00"
"dolphin",141,72,"Noun","1.00"
"dolphins",202,70,"Noun","1.00"
"dolt",27,26,"Verb","0.52"
"dolts",6,6,"Noun","1.00"
"dom",262,75,"Name","0.98"
"domain",132,114,"Noun","1.00"
"domains",9,8,"Noun","1.00"
"dome",100,74,"Noun","0.98"
"domed",8,4,"Verb","0.50"
"domes",12,9,"Noun","1.00"
"domestic",351,298,"Adjective","0.97"
"domestically",7,7,"Adverb","1.00"
"domesticate",3,3,"Verb","1.00"
"domesticated",28,22,"Adjective","0.89"
"domesticity",14,13,"Noun","1.00"
"domestics",3,3,"Noun","1.00"
"domicile",18,17,"Noun","0.94"
"domiciles",1,1,"Noun","1.00"
"dominance",39,34,"Noun","1.00"
"dominant",82,65,"Adjective","1.00"
"dominants",1,1,"Noun","1.00"
"dominate",95,82,"Verb","1.00"
"dominated",75,62,"Verb","0.99"
"dominates",21,20,"Verb","1.00"
"dominating",30,28,"Verb","0.83"
"domination",79,63,"Noun","1.00"
"dominator",9,4,"Noun","1.00"
"dominators",1,1,"Noun","1.00"
"dominatrix",22,17,"Noun","0.86"
"dominatrixes",1,1,"Noun","1.00"
"domine",5,4,"Name","0.80"
"domineer",2,2,"Noun","1.00"
"domineering",17,17,"Verb","0.71"
"domini",37,5,"Name","0.62"
"dominica",7,2,"Name","1.00"
"dominican",24,18,"Adjective","1.00"
"dominicans",13,12,"Noun","1.00"
"dominick",34,15,"Name","0.53"
"dominie",5,5,"Noun","1.00"
"dominion",58,38,"Noun","1.00"
"dominions",5,5,"Noun","1.00"
"dominique",76,18,"Name","0.43"
"domino",205,46,"Noun","0.99"
"dominoes",45,34,"Noun","1.00"
"dominos",5,3,"Noun","1.00"
"dominus",11,6,"Name","0.55"
"domus",1,1,"Name","1.00"
"don",321085,8326,"Name","0.46"
"dona",11,8,"Noun","1.00"
"donald",873,239,"Name","1.00"
"donar",4,2,"Noun","0.50"
"donat",1,1,"Name","1.00"
"donate",203,144,"Verb","1.00"
"donated",136,123,"Verb","0.98"
"donates",13,12,"Verb","1.00"
"donating",66,62,"Verb","1.00"
"donation",179,137,"Noun","1.00"
"donations",76,63,"Noun","1.00"
"done",24737,7025,"Verb","1.00"
"donet",2,1,"Name","1.00"
"dong",176,69,"Unclassified","0.56"
"dongs",34,20,"Noun","1.00"
"donicker",1,1,"Noun","1.00"
"donkey",273,162,"Noun","0.81"
"donkeyman",8,2,"Noun","0.88"
"donkeys",35,21,"Noun","0.94"
"donna",1136,235,"Name","0.85"
"donnas",15,13,"Noun","0.93"
"donne",28,6,"Name","1.00"
"donned",3,3,"Verb","1.00"
"donning",6,6,"Verb","1.00"
"donny",371,82,"Name","1.00"
"donnybrook",1,1,"Noun","1.00"
"donor",208,131,"Noun","1.00"
"donors",59,47,"Noun","1.00"
"donovan",190,56,"Name","1.00"
"dons",17,10,"Noun","1.00"
"dont",265,59,"Noun","0.50"
"donum",2,1,"Name","1.00"
"donut",72,61,"Noun","0.97"
"donuts",148,93,"Noun","0.96"
"doo",220,65,"Unclassified","1.00"
"doob",6,2,"Name","0.67"
"doodad",8,7,"Noun","1.00"
"doodads",9,8,"Noun","1.00"
"doodah",1,1,"Noun","1.00"
"doodle",107,57,"Noun","0.69"
"doodlebug",6,3,"Noun","1.00"
"doodlebugs",1,1,"Noun","1.00"
"doodled",8,5,"Verb","0.88"
"doodler",3,3,"Noun","1.00"
"doodlers",2,1,"Noun","1.00"
"doodles",36,16,"Noun","0.97"
"doodling",18,17,"Verb","0.78"
"doohickey",17,15,"Noun","1.00"
"doohickeys",3,3,"Noun","0.67"
"dool",2,1,"Noun","0.50"
"doolally",2,2,"Adverb","1.00"
"dooley",166,16,"Name","0.74"
"doolie",2,1,"Name","1.00"
"doom",286,173,"Noun","0.90"
"doomed",415,315,"Verb","0.91"
"dooming",2,2,"Verb","1.00"
"dooms",3,3,"Noun","1.00"
"doomsayer",1,1,"Noun","1.00"
"doomsayers",1,1,"Noun","1.00"
"doomsday",41,35,"Noun","0.61"
"doon",1,1,"Noun","1.00"
"door",14895,5286,"Noun","1.00"
"doorbell",425,269,"Noun","0.72"
"doorbells",15,13,"Noun","0.88"
"doorframe",3,3,"Noun","1.00"
"doorjamb",4,4,"Noun","1.00"
"doorjambs",1,1,"Noun","1.00"
"doorkeeper",3,3,"Noun","1.00"
"doorknob",86,61,"Noun","0.88"
"doorknobs",16,14,"Noun","1.00"
"doorknocker",5,2,"Noun","1.00"
"doorman",162,129,"Noun","0.96"
"doormat",28,25,"Noun","1.00"
"doormats",3,3,"Noun","1.00"
"doormen",8,7,"Noun","1.00"
"doornail",36,28,"Noun","1.00"
"doornails",1,1,"Verb","1.00"
"doorpost",1,1,"Noun","1.00"
"doors",1755,1180,"Noun","1.00"
"doorstep",172,145,"Noun","1.00"
"doorsteps",1,1,"Noun","1.00"
"doorstop",13,13,"Noun","1.00"
"doorstops",7,7,"Noun","1.00"
"doorway",164,149,"Noun","1.00"
"doorways",39,32,"Noun","1.00"
"doover",8,1,"Name","0.88"
"doozies",3,2,"Noun","1.00"
"doozy",30,28,"Adjective","0.97"
"dop",5,3,"Noun","0.40"
"dopa",1,1,"Noun","1.00"
"dopamine",77,46,"Noun","0.84"
"dope",820,512,"Noun","0.92"
"doped",44,38,"Verb","1.00"
"dopehead",4,4,"Noun","1.00"
"doper",8,8,"Noun","0.88"
"dopers",10,9,"Noun","1.00"
"dopes",29,25,"Noun","0.93"
"dopey",72,62,"Noun","0.61"
"doping",8,7,"Verb","0.75"
"doppelganger",18,8,"Noun","0.94"
"doppelgangers",2,2,"Noun","1.00"
"doppler",42,19,"Name","0.95"
"dor",33,5,"Name","0.64"
"dora",137,36,"Name","0.98"
"dorado",40,22,"Name","1.00"
"dorcas",10,2,"Noun","0.60"
"dorey",3,1,"Name","1.00"
"doria",2,2,"Name","1.00"
"dorian",66,16,"Name","1.00"
"doric",1,1,"Adjective","1.00"
"doris",453,129,"Name","1.00"
"dork",213,141,"Noun","0.76"
"dorkiest",2,2,"Name","0.50"
"dorking",2,2,"Name","1.00"
"dorks",26,22,"Noun","0.96"
"dorky",50,46,"Adjective","1.00"
"dorm",369,187,"Noun","0.95"
"dormancy",1,1,"Noun","1.00"
"dormant",59,55,"Adjective","1.00"
"dormer",4,2,"Noun","0.50"
"dormeuse",1,1,"Noun","1.00"
"dormitories",10,6,"Noun","1.00"
"dormitory",51,38,"Noun","1.00"
"dormouse",5,3,"Noun","1.00"
"dorms",37,31,"Noun","1.00"
"dorn",9,4,"Name","1.00"
"dorothy",895,172,"Name","1.00"
"dors",1,1,"Noun","1.00"
"dorsal",27,27,"Adjective","1.00"
"dorsalis",2,2,"Noun","1.00"
"dorsi",2,2,"Noun","1.00"
"dorsiflexion",1,1,"Noun","1.00"
"dorsomedial",1,1,"Adjective","1.00"
"dort",20,3,"Name","0.80"
"dory",185,16,"Name","0.55"
"dos",85,69,"Noun","0.89"
"dosage",102,83,"Noun","0.94"
"dosages",9,8,"Noun","1.00"
"dose",270,202,"Noun","1.00"
"dosed",15,9,"Verb","0.87"
"doses",85,77,"Noun","1.00"
"dosh",4,3,"Noun","1.00"
"dosimeter",2,1,"Noun","1.00"
"dosing",5,5,"Noun","0.60"
"dosis",1,1,"Noun","1.00"
"doss",1,1,"Noun","1.00"
"dossed",1,1,"Verb","1.00"
"dossier",56,43,"Noun","0.95"
"dossiers",16,11,"Noun","1.00"
"dost",59,28,"Verb","1.00"
"dostoevsky",10,6,"Name","1.00"
"dot",338,184,"Noun","0.93"
"dotage",5,5,"Noun","1.00"
"dotard",2,2,"Noun","1.00"
"dotcom",10,4,"Name","0.60"
